# Number of sources: 18450
# RA (deg), Dec (deg), I (Jy), Q (Jy), U (Jy), V (Jy), Ref. freq. (Hz), Spectral index, Rotation measure (rad/m^2), FWHM major (arcsec), FWHM minor (arcsec), Position angle (deg)
 351.944244, -23.563519, 1.526098e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.746867e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 358.329712, -23.083380, 3.547612e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.025035e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.089661, -23.627781, 1.299980e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 358.052094, -23.091867, 2.664565e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-5.736988e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 357.339691, -23.142143, 1.372358e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-4.875607e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 351.796631, -23.531118, 4.779359e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.983999e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 351.222748, -23.572302, 1.015996e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.627942e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 354.321869, -23.384779, 1.271382e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.685189e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 353.086945, -23.428474, 2.410032e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.853357e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 353.139496, -23.452845, 2.283950e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.010295e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 356.003174, -23.241240, 4.348384e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.064872e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 359.832886, -22.872025, 2.837381e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-4.694013e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 351.348389, -23.513199, 1.261398e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-3.240087e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 357.696381, -23.042782, 2.008896e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.031899e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.906036, -23.514090, 2.431618e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.212696e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 354.345154, -23.293652, 5.571120e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-6.660558e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 352.198517, -23.373743, 3.342339e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-6.378390e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 353.076904, -23.334764, 3.514695e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-6.383955e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 355.328796, -23.152411, 9.691663e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.258283e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 355.344818, -23.200480, 2.206653e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.254974e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 351.055939, -23.442640, 4.292002e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.776044e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 357.798035, -22.947689, 1.050747e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-6.982026e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 354.973389, -23.177088, 2.615901e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-3.989646e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 358.110565, -22.925495, 5.109231e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.687463e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.047028, -23.423649, 2.482871e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.433227e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.350464, -23.374989, 1.990014e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.913625e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 356.267548, -23.037487, 2.172828e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.733654e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 357.446594, -22.912819, 3.997668e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.957677e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 358.334442, -22.923605, 7.111314e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.022638e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 351.270966, -23.399418, 1.291432e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.931767e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 358.585419, -22.790167, 2.096742e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.105040e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 355.190308, -23.045479, 1.514612e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.077447e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 351.390259, -23.286751, 1.071398e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.651232e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 351.250397, -23.285671, 4.513853e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.026790e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.721252, -23.250530, 2.052739e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.819458e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 357.259125, -22.811607, 1.336712e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-4.831024e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 355.721161, -22.916010, 4.066479e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.005969e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 358.927460, -22.642653, 1.037974e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.344725e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 355.297150, -22.957876, 1.393093e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-6.150457e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.364471, -23.208876, 2.392340e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.031400e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 358.060272, -22.699444, 3.952073e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.999517e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 356.396332, -22.787271, 1.006610e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.292273e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 354.689270, -22.929035, 1.042911e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.093133e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 354.582153, -22.913164, 4.223056e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.708520e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 355.846680, -22.818865, 1.471228e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.802738e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 354.978760, -22.881887, 1.878924e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.767898e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 354.370697, -22.894630, 2.911674e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.268138e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 351.215179, -23.068466, 1.255097e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-6.752474e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 356.616425, -22.707720, 2.690456e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.862562e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 357.140076, -22.672041, 1.010550e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-5.302586e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 359.997101, -22.345928, 1.855107e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.716874e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.554810, -23.001099, 2.329691e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.443752e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 354.873047, -22.769804, 5.529391e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.027005e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 357.040802, -22.661343, 2.066217e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-6.152324e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 359.285797, -22.344311, 9.963827e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.440778e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 351.315369, -22.943401, 2.033162e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-6.874897e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 352.337158, -22.870359, 2.583208e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.703836e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 354.951080, -22.700356, 1.614618e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-6.799155e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 354.913483, -22.667156, 1.189965e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.087813e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 356.072662, -22.588173, 1.253775e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.587700e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 358.336243, -22.398830, 3.519178e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.500102e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 358.409851, -22.401045, 2.115683e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 353.546875, -22.813316, 1.083645e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.158101e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.958740, -22.831211, 1.432835e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.949969e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 351.796326, -22.775103, 3.406686e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.550714e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.073730, -22.847935, 3.722198e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.398741e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 358.474487, -22.276920, 2.393474e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.441468e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 358.758057, -22.229904, 7.016172e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.524674e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 354.210114, -22.585308, 1.433302e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-6.881735e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 354.282440, -22.628031, 2.770897e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.623343e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 356.532532, -22.381504, 6.454142e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.966414e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 356.323975, -22.391027, 2.673565e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.053836e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 355.336365, -22.452555, 3.553454e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.957282e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 358.363159, -22.200380, 1.287858e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.680704e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 353.745697, -22.549118, 2.894611e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.821823e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 353.390564, -22.599277, 7.143610e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.413406e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 354.269104, -22.493271, 1.408596e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.697736e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 351.128571, -22.667616, 1.241463e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.386967e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 353.226166, -22.539297, 2.885076e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.618508e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 356.470032, -22.304819, 4.394144e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.088586e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 354.613342, -22.455872, 1.581255e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.011205e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 357.067291, -22.253901, 1.587079e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.841388e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 353.428650, -22.508251, 5.985580e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-5.602060e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 355.966949, -22.325235, 1.282184e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.056445e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 354.413818, -22.434566, 2.085258e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.375374e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 359.651001, -21.982162, 1.030285e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.994639e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 357.234314, -22.225836, 3.690894e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.028889e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 358.853058, -22.057152, 1.148505e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.042136e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 352.112518, -22.548147, 3.337855e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.420322e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 352.156555, -22.493706, 2.392375e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.341763e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 352.298157, -22.486370, 1.941499e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-5.229840e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 351.007446, -22.581390, 2.344144e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.045558e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 357.825012, -22.114494, 3.477418e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.172359e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 359.845795, -21.889761, 1.496322e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-5.634491e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 352.692688, -22.447618, 7.843389e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.528043e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 356.400177, -22.186014, 1.707810e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.067596e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 351.707062, -22.462505, 5.048622e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.050156e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 358.544739, -21.946529, 2.732978e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.443308e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 352.272339, -22.351219, 9.906447e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.639102e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 352.207245, -22.406288, 8.922862e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.164442e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 351.401398, -22.455475, 2.555397e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.986984e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 359.336029, -21.859144, 1.529537e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-3.791274e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.831238, -22.430408, 8.621485e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.489645e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.883606, -22.419958, 2.535640e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.450302e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 359.978424, -21.770809, 1.010176e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-4.749463e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 351.282227, -22.418646, 3.886876e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-6.699255e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 351.489838, -22.401886, 1.354015e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-6.260260e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 358.373108, -21.858307, 1.053169e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.037357e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 354.225250, -22.191755, 1.515286e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.685208e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 357.581726, -21.973743, 8.780118e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-3.168216e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 354.464050, -22.148928, 4.863375e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.142790e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 357.969116, -21.836323, 2.319229e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.509125e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 357.877960, -21.835260, 2.221478e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.799996e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 354.926575, -22.070208, 1.003606e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-6.734334e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 355.724030, -21.996172, 5.662998e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.001711e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 355.349426, -22.026714, 2.977358e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.337319e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 359.793640, -21.675728, 1.491785e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.091924e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 356.707672, -21.959089, 7.049245e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.226254e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 359.255371, -21.637573, 1.145519e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-5.973879e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 354.462067, -22.042604, 1.181348e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-5.765756e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 351.252319, -22.212185, 1.143639e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-4.954184e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.517883, -22.232870, 1.740765e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.122293e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 357.880402, -21.698175, 1.651843e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.366353e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 354.587158, -21.953999, 9.288962e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.004995e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 351.332123, -22.136385, 6.854408e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.689850e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 351.790497, -22.117470, 2.086081e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.741339e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.882172, -22.158606, 1.179336e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.966849e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 358.439728, -21.626556, 5.879788e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.500089e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 355.861450, -21.905312, 5.900830e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.514544e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 353.607056, -21.979008, 1.698035e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.427396e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 351.625824, -22.099133, 1.184867e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-6.461309e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 351.525146, -22.116014, 1.025110e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.053433e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 358.589600, -21.579611, 2.836231e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.436553e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 356.905609, -21.705656, 4.869269e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.037732e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 355.794983, -21.792885, 1.040265e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.602538e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 352.964874, -21.962856, 1.493559e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.546131e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 359.881653, -21.429081, 9.304746e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.638676e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 353.152039, -21.972557, 1.380655e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08, 2.045781e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 353.557251, -21.906359, 1.591489e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-5.682191e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 355.850800, -21.691648, 4.565557e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.014267e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
